hash_sha256,filename,relative_path,size_bytes,size_human,duplicate_count,is_cross_tree,recommendation
a686381f4b9790cfe9fd8cc3a79295ee63939d2af17a1159dc676faafa3fc19f,A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,archive/papers/research_papers/76 papers/A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,6286123,5.99 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
a686381f4b9790cfe9fd8cc3a79295ee63939d2af17a1159dc676faafa3fc19f,A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,archive/research_papers/76 papers/A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,6286123,5.99 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
a686381f4b9790cfe9fd8cc3a79295ee63939d2af17a1159dc676faafa3fc19f,A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,thesis/refs/papers_all/06_mental_health_anxiety/A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,6286123,5.99 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
e7d087a3e24fd323d7e98a35731200362f8391a8bc8d963485722c123ae7de1c,A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,archive/papers/papers needs to read/A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,266888,260.6 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
e7d087a3e24fd323d7e98a35731200362f8391a8bc8d963485722c123ae7de1c,A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,archive/papers/research_papers/76 papers/A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,266888,260.6 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
e7d087a3e24fd323d7e98a35731200362f8391a8bc8d963485722c123ae7de1c,A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,archive/research_papers/76 papers/A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,266888,260.6 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
e7d087a3e24fd323d7e98a35731200362f8391a8bc8d963485722c123ae7de1c,A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,thesis/refs/papers_all/06_mental_health_anxiety/A State-of-the-Art Review of Computational Models for Analyzing Longitudinal Wearable Sensor Data in Healthcare.pdf,266888,260.6 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5870279e2fa84916804759953c6bd5a55afdfba1d994df896e82faa1867cf169,A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,archive/papers/papers needs to read/A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,2314366,2.21 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5870279e2fa84916804759953c6bd5a55afdfba1d994df896e82faa1867cf169,A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,archive/papers/research_papers/76 papers/A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,2314366,2.21 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5870279e2fa84916804759953c6bd5a55afdfba1d994df896e82faa1867cf169,A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,archive/research_papers/76 papers/A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,2314366,2.21 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5870279e2fa84916804759953c6bd5a55afdfba1d994df896e82faa1867cf169,A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,thesis/refs/papers_all/06_mental_health_anxiety/A Two-Stage Anomaly Detection Framework for Improved Healthcare Using Support Vector Machines and Regression Models.pdf,2314366,2.21 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
30b339118955aa15ffed18fec08d24d906968972f4fecc2e698dabbc4577739f,A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,archive/papers/papers needs to read/A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,4297025,4.10 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
30b339118955aa15ffed18fec08d24d906968972f4fecc2e698dabbc4577739f,A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,archive/papers/research_papers/76 papers/A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,4297025,4.10 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
30b339118955aa15ffed18fec08d24d906968972f4fecc2e698dabbc4577739f,A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,archive/research_papers/76 papers/A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,4297025,4.10 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
30b339118955aa15ffed18fec08d24d906968972f4fecc2e698dabbc4577739f,A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,thesis/refs/papers_all/03_har_wearables/A Unified Hyperparameter Optimization Pipeline for Transformer-Based Time Series Forecasting Models.pdf,4297025,4.10 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
77000bdc625b637cf542e281be976881a262ea07fa9e217f26419143f273f113,A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,archive/papers/papers needs to read/A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,1579961,1.51 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
77000bdc625b637cf542e281be976881a262ea07fa9e217f26419143f273f113,A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,archive/papers/research_papers/76 papers/A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,1579961,1.51 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
77000bdc625b637cf542e281be976881a262ea07fa9e217f26419143f273f113,A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,archive/research_papers/76 papers/A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,1579961,1.51 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
77000bdc625b637cf542e281be976881a262ea07fa9e217f26419143f273f113,A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,thesis/refs/papers_all/03_har_wearables/A Visual Data and Detection Pipeline for Wearable Industrial Assistants.pdf,1579961,1.51 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
368d4d4d728a63ba3e3b03c83c2042c71403be8d4128c76199e84fdb82531474,An AI-native Runtime for Multi-Wearable Environments.pdf,archive/papers/papers needs to read/An AI-native Runtime for Multi-Wearable Environments.pdf,1337865,1.28 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
368d4d4d728a63ba3e3b03c83c2042c71403be8d4128c76199e84fdb82531474,An AI-native Runtime for Multi-Wearable Environments.pdf,archive/papers/research_papers/76 papers/An AI-native Runtime for Multi-Wearable Environments.pdf,1337865,1.28 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
368d4d4d728a63ba3e3b03c83c2042c71403be8d4128c76199e84fdb82531474,An AI-native Runtime for Multi-Wearable Environments.pdf,archive/research_papers/76 papers/An AI-native Runtime for Multi-Wearable Environments.pdf,1337865,1.28 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
368d4d4d728a63ba3e3b03c83c2042c71403be8d4128c76199e84fdb82531474,An AI-native Runtime for Multi-Wearable Environments.pdf,thesis/refs/papers_all/06_mental_health_anxiety/An AI-native Runtime for Multi-Wearable Environments.pdf,1337865,1.28 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1248466140002b9fc5c110a74dcb7be75d87629f45b1ceebfe8ae7a097c37ac3,An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,archive/papers/papers needs to read/An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,1884334,1.80 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1248466140002b9fc5c110a74dcb7be75d87629f45b1ceebfe8ae7a097c37ac3,An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,archive/papers/research_papers/76 papers/An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,1884334,1.80 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1248466140002b9fc5c110a74dcb7be75d87629f45b1ceebfe8ae7a097c37ac3,An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,archive/research_papers/76 papers/An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,1884334,1.80 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1248466140002b9fc5c110a74dcb7be75d87629f45b1ceebfe8ae7a097c37ac3,An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,thesis/refs/papers_all/03_har_wearables/An End-to-End Deep Learning Pipeline for Football Activity Recognition Based on Wearable Acceleration Sensors.pdf,1884334,1.80 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
470746d03de8fbea512a9cba43e7152d46c9c90e829e21a8cc7efab966f265ec,AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,archive/papers/papers needs to read/AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,452271,441.7 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
470746d03de8fbea512a9cba43e7152d46c9c90e829e21a8cc7efab966f265ec,AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,archive/papers/research_papers/76 papers/AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,452271,441.7 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
470746d03de8fbea512a9cba43e7152d46c9c90e829e21a8cc7efab966f265ec,AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,archive/research_papers/76 papers/AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,452271,441.7 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
470746d03de8fbea512a9cba43e7152d46c9c90e829e21a8cc7efab966f265ec,AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,thesis/refs/papers_all/03_har_wearables/AutoMR- A Universal Time Series Motion Recognition Pipeline.pdf,452271,441.7 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
0f9c4bad1f98db3eb22db3b846226a3d35d346319d372edb091fbf1691a4dc9e,Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,archive/papers/papers needs to read/Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,2298861,2.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
0f9c4bad1f98db3eb22db3b846226a3d35d346319d372edb091fbf1691a4dc9e,Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,archive/papers/research_papers/76 papers/Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,2298861,2.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
0f9c4bad1f98db3eb22db3b846226a3d35d346319d372edb091fbf1691a4dc9e,Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,archive/research_papers/76 papers/Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,2298861,2.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
0f9c4bad1f98db3eb22db3b846226a3d35d346319d372edb091fbf1691a4dc9e,Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,thesis/refs/papers_all/03_har_wearables/Beyond Sensor Data- Foundation Models of Behavioral Data from Wearables Improve Health Predictions.pdf,2298861,2.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
bd593c1ba37f72baad8f829f26ff2e36c105e11dc89e0f0730d943cdcbed6a4d,"Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf","archive/papers/papers needs to read/Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf",3033335,2.89 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
bd593c1ba37f72baad8f829f26ff2e36c105e11dc89e0f0730d943cdcbed6a4d,"Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf","archive/papers/research_papers/76 papers/Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf",3033335,2.89 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
bd593c1ba37f72baad8f829f26ff2e36c105e11dc89e0f0730d943cdcbed6a4d,"Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf","archive/research_papers/76 papers/Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf",3033335,2.89 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
bd593c1ba37f72baad8f829f26ff2e36c105e11dc89e0f0730d943cdcbed6a4d,"Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf","thesis/refs/papers_all/05_deployment_cicd/Building Flexible, Scalable, and Machine Learning-ready Multimodal Oncology Datasets.pdf",3033335,2.89 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
19a30ac64c57bd385bd86b9bd5a5a91a16b658e38d4c2184ff49786fcfff80b8,"CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf","archive/papers/papers needs to read/CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf",1208280,1.15 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
19a30ac64c57bd385bd86b9bd5a5a91a16b658e38d4c2184ff49786fcfff80b8,"CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf","archive/papers/research_papers/76 papers/CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf",1208280,1.15 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
19a30ac64c57bd385bd86b9bd5a5a91a16b658e38d4c2184ff49786fcfff80b8,"CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf","archive/research_papers/76 papers/CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf",1208280,1.15 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
19a30ac64c57bd385bd86b9bd5a5a91a16b658e38d4c2184ff49786fcfff80b8,"CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf","thesis/refs/papers_all/03_har_wearables/CNNs, RNNs and Transformers in Human Action Recognition A Survey and a Hybrid Model.pdf",1208280,1.15 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7c99e9afceab88d41eba15517feeac72133f9eb5320f80b426b4669a44933c10,Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,archive/papers/papers needs to read/Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,1251905,1.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7c99e9afceab88d41eba15517feeac72133f9eb5320f80b426b4669a44933c10,Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,archive/papers/research_papers/76 papers/Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,1251905,1.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7c99e9afceab88d41eba15517feeac72133f9eb5320f80b426b4669a44933c10,Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,archive/research_papers/76 papers/Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,1251905,1.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7c99e9afceab88d41eba15517feeac72133f9eb5320f80b426b4669a44933c10,Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,thesis/refs/papers_all/03_har_wearables/Combining Accelerometer and Gyroscope Data in Smartphone-Based.pdf,1251905,1.19 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
53a51f27ecad858af52e120ede30c3f27fab2b17c02d9376cb7e9ae720b0fe6f,Comparative Study on the Effects of Noise in.pdf,archive/papers/papers needs to read/Comparative Study on the Effects of Noise in.pdf,5180879,4.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
53a51f27ecad858af52e120ede30c3f27fab2b17c02d9376cb7e9ae720b0fe6f,Comparative Study on the Effects of Noise in.pdf,archive/papers/research_papers/76 papers/Comparative Study on the Effects of Noise in.pdf,5180879,4.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
53a51f27ecad858af52e120ede30c3f27fab2b17c02d9376cb7e9ae720b0fe6f,Comparative Study on the Effects of Noise in.pdf,archive/research_papers/76 papers/Comparative Study on the Effects of Noise in.pdf,5180879,4.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
53a51f27ecad858af52e120ede30c3f27fab2b17c02d9376cb7e9ae720b0fe6f,Comparative Study on the Effects of Noise in.pdf,thesis/refs/papers_all/02_monitoring_drift/Comparative Study on the Effects of Noise in.pdf,5180879,4.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
9de0f481142356743554b3c86fb6f2e83c63c7a79c8b397aafa3d83ac4dc3526,Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,archive/papers/papers needs to read/Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,1830721,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
9de0f481142356743554b3c86fb6f2e83c63c7a79c8b397aafa3d83ac4dc3526,Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,archive/papers/research_papers/76 papers/Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,1830721,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
9de0f481142356743554b3c86fb6f2e83c63c7a79c8b397aafa3d83ac4dc3526,Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,archive/research_papers/76 papers/Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,1830721,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
9de0f481142356743554b3c86fb6f2e83c63c7a79c8b397aafa3d83ac4dc3526,Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,thesis/refs/papers_all/03_har_wearables/Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor.pdf,1830721,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
cecae7e03949bc10f3cfd4eeff943d9dbab37d8847e8b03f6bc0be16910fac88,Deep CNN-LSTM With Self-Attention Model for.pdf,archive/papers/papers needs to read/Deep CNN-LSTM With Self-Attention Model for.pdf,1834396,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
cecae7e03949bc10f3cfd4eeff943d9dbab37d8847e8b03f6bc0be16910fac88,Deep CNN-LSTM With Self-Attention Model for.pdf,archive/papers/research_papers/76 papers/Deep CNN-LSTM With Self-Attention Model for.pdf,1834396,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
cecae7e03949bc10f3cfd4eeff943d9dbab37d8847e8b03f6bc0be16910fac88,Deep CNN-LSTM With Self-Attention Model for.pdf,archive/research_papers/76 papers/Deep CNN-LSTM With Self-Attention Model for.pdf,1834396,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
cecae7e03949bc10f3cfd4eeff943d9dbab37d8847e8b03f6bc0be16910fac88,Deep CNN-LSTM With Self-Attention Model for.pdf,thesis/refs/papers_all/03_har_wearables/Deep CNN-LSTM With Self-Attention Model for.pdf,1834396,1.75 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7ee70367db39816ec64401a7a0fb12a433853040880e7d9b62b40ce7f31a9807,Deep learning for sensor-based activity recognition_ A survey.pdf,archive/papers/papers needs to read/Deep learning for sensor-based activity recognition_ A survey.pdf,1124728,1.07 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7ee70367db39816ec64401a7a0fb12a433853040880e7d9b62b40ce7f31a9807,Deep learning for sensor-based activity recognition_ A survey.pdf,archive/papers/research_papers/76 papers/Deep learning for sensor-based activity recognition_ A survey.pdf,1124728,1.07 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7ee70367db39816ec64401a7a0fb12a433853040880e7d9b62b40ce7f31a9807,Deep learning for sensor-based activity recognition_ A survey.pdf,archive/research_papers/76 papers/Deep learning for sensor-based activity recognition_ A survey.pdf,1124728,1.07 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
7ee70367db39816ec64401a7a0fb12a433853040880e7d9b62b40ce7f31a9807,Deep learning for sensor-based activity recognition_ A survey.pdf,thesis/refs/papers_all/03_har_wearables/Deep learning for sensor-based activity recognition_ A survey.pdf,1124728,1.07 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
ce2c26dc6b505403fa885ae422c2dfa984c355a44dd729e9e3359d3909254096,Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,archive/papers/papers needs to read/Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,1504744,1.44 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
ce2c26dc6b505403fa885ae422c2dfa984c355a44dd729e9e3359d3909254096,Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,archive/papers/research_papers/76 papers/Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,1504744,1.44 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
ce2c26dc6b505403fa885ae422c2dfa984c355a44dd729e9e3359d3909254096,Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,archive/research_papers/76 papers/Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,1504744,1.44 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
ce2c26dc6b505403fa885ae422c2dfa984c355a44dd729e9e3359d3909254096,Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,thesis/refs/papers_all/03_har_wearables/Deep Learning in Human Activity Recognition with Wearable Sensors.pdf,1504744,1.44 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1b3ddde76beda0c5b41d62e59c8753066c3c25c690d97172f6343655f7ba3d42,Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,archive/papers/papers needs to read/Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,2034601,1.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1b3ddde76beda0c5b41d62e59c8753066c3c25c690d97172f6343655f7ba3d42,Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,archive/papers/research_papers/76 papers/Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,2034601,1.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1b3ddde76beda0c5b41d62e59c8753066c3c25c690d97172f6343655f7ba3d42,Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,archive/research_papers/76 papers/Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,2034601,1.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1b3ddde76beda0c5b41d62e59c8753066c3c25c690d97172f6343655f7ba3d42,Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,thesis/refs/papers_all/06_mental_health_anxiety/Designing a Clinician-Centered Wearable Data Dashboard (CarePortal) Participatory Design Study.pdf,2034601,1.94 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
